order_id,order_date,order_time,store_id,city,customer_id,pizza_name,category,size,quantity,unit_price,discount,gst,total_amount,order_type,payment_method,month,day_of_week,hour,discount_category,weekend_flag,peak_hour,order_value,year,month_name,day_name,day_number,hour_bucket
114631,2025-06-06,21:35:00,,Chennai,,Indi Tandoori Paneer,Veg,Personal,4,343.2,0.0,68.64,1441.44,Delivery,Debit Card,6,Friday,21,No Discount,Weekday,Peak,High-Value,2025,June,Friday,5,Peak Evening
114632,2025-07-12,12:33:00,,Delhi,,Indi Tandoori Paneer,Veg,Personal,3,343.2,154.44,43.76,918.92,Takeaway,Cash,7,Sunday,12,High Discount,Weekend,Non-Peak,Mid-Value,2025,July,Saturday,6,Afternoon
114633,2025-01-08,14:46:00,,Noida,,Veg Extravaganza,Veg,Medium,3,518.7,0.0,77.81,1633.91,Delivery,UPI,1,Friday,14,No Discount,Weekday,Non-Peak,High-Value,2025,January,Wednesday,3,Afternoon
114635,2025-10-07,16:22:00,,Gurugram,,Indi Chicken Tikka,Chicken,Medium,2,648.7,0.0,64.87,1362.27,Delivery,Wallet,10,Thursday,16,No Discount,Weekday,Non-Peak,High-Value,2025,October,Tuesday,2,Afternoon
114636,2025-11-04,11:05:00,,Hyderabad,,Paneer Makhani,Veg,Medium,3,453.7,0.0,68.05,1429.15,Takeaway,Cash,11,Friday,11,No Discount,Weekday,Non-Peak,High-Value,2025,November,Tuesday,2,Morning
114637,2025-04-11,15:21:00,,Noida,,Pepper Barbecue Chicken,Chicken,Personal,3,359.2,53.88,51.19,1074.91,Delivery,Debit Card,4,Tuesday,15,Medium Discount,Weekday,Non-Peak,High-Value,2025,April,Friday,5,Afternoon
114638,2025-10-11,20:34:00,,Delhi,,Margherita,Veg,Large,1,238.4,0.0,11.92,250.32,Dine-in,UPI,10,Monday,20,No Discount,Weekend,Peak,Low-Value,2025,October,Saturday,6,Peak Evening
114642,2025-08-03,20:58:00,,Bengaluru,,Indi Tandoori Paneer,Veg,Large,2,686.4,205.92,58.34,1225.22,Delivery,Wallet,8,Saturday,20,High Discount,Weekend,Peak,High-Value,2025,August,Sunday,7,Peak Evening
114647,2025-02-11,18:10:00,,Ghaziabad,,Farmhouse,Veg,Personal,3,239.2,71.76,32.29,678.13,Dine-in,Cash,2,Sunday,18,Medium Discount,Weekday,Peak,Mid-Value,2025,February,Tuesday,2,Peak Evening
114648,2025-06-12,22:13:00,,Hyderabad,,Veg Extravaganza,Veg,Personal,2,319.2,63.84,28.73,603.29,Delivery,UPI,6,Saturday,22,Medium Discount,Weekday,Non-Peak,Mid-Value,2025,June,Thursday,4,Late Night
114649,2025-05-06,14:09:00,,Delhi,,Pepper Barbecue Chicken,Chicken,Large,3,718.4,215.52,96.98,2036.66,Dine-in,Wallet,5,Thursday,14,High Discount,Weekday,Non-Peak,High-Value,2025,May,Tuesday,2,Afternoon
114652,2025-07-12,20:44:00,,Noida,,Farmhouse,Veg,Regular,2,299.0,89.7,25.42,533.72,Delivery,Cash,7,Sunday,20,Medium Discount,Weekend,Peak,Mid-Value,2025,July,Saturday,6,Peak Evening
114655,2025-09-12,15:26:00,,Gurugram,,Pepper Barbecue Chicken,Chicken,Large,2,718.4,0.0,71.84,1508.64,Dine-in,Credit Card,9,Tuesday,15,No Discount,Weekday,Non-Peak,High-Value,2025,September,Friday,5,Afternoon
114657,2025-04-02,10:19:00,,Noida,,Margherita,Veg,Personal,4,119.2,0.0,23.84,500.64,Delivery,Wallet,4,Tuesday,10,No Discount,Weekday,Non-Peak,Mid-Value,2025,April,Wednesday,3,Morning
114659,2025-10-01,13:38:00,,Ghaziabad,,Indi Tandoori Paneer,Veg,Large,2,686.4,205.92,58.34,1225.22,Takeaway,Credit Card,10,Friday,13,High Discount,Weekday,Non-Peak,High-Value,2025,October,Wednesday,3,Afternoon
114660,2025-07-07,17:13:00,,Bengaluru,,Indi Tandoori Paneer,Veg,Personal,4,343.2,0.0,68.64,1441.44,Dine-in,Credit Card,7,Monday,17,No Discount,Weekday,Non-Peak,High-Value,2025,July,Monday,1,Peak Evening
114664,2025-04-05,19:46:00,,Noida,,Cheese n Corn,Veg,Regular,2,249.0,49.8,22.41,470.61,Delivery,Credit Card,4,Sunday,19,Low Discount,Weekend,Peak,Low-Value,2025,April,Saturday,6,Peak Evening
114666,2025-12-12,11:59:00,,Chennai,,Cheese n Corn,Veg,Regular,2,249.0,74.7,21.17,444.47,Dine-in,Debit Card,12,Friday,11,Medium Discount,Weekday,Non-Peak,Low-Value,2025,December,Friday,5,Morning
114667,2025-08-12,22:45:00,,Chennai,,Chicken Sausage,Chicken,Medium,4,492.7,0.0,98.54,2069.34,Takeaway,Debit Card,8,Monday,22,No Discount,Weekday,Non-Peak,High-Value,2025,August,Tuesday,2,Late Night
114668,2025-03-10,19:23:00,,Mumbai,,Pepper Barbecue Chicken,Chicken,Personal,2,359.2,0.0,35.92,754.32,Dine-in,UPI,3,Friday,19,No Discount,Weekday,Peak,Mid-Value,2025,March,Monday,1,Peak Evening
114670,2025-04-12,20:25:00,,Jaipur,,Cheese n Corn,Veg,Medium,2,323.7,0.0,32.37,679.77,Delivery,Cash,4,Thursday,20,No Discount,Weekend,Peak,Mid-Value,2025,April,Saturday,6,Peak Evening
114671,2025-02-11,16:09:00,,Gurugram,,Veg Extravaganza,Veg,Regular,4,399.0,0.0,79.8,1675.8,Takeaway,UPI,2,Sunday,16,No Discount,Weekday,Non-Peak,High-Value,2025,February,Tuesday,2,Afternoon
114673,2025-12-12,18:26:00,,Hyderabad,,Indi Tandoori Paneer,Veg,Medium,4,557.7,0.0,111.54,2342.34,Delivery,Wallet,12,Friday,18,No Discount,Weekday,Peak,High-Value,2025,December,Friday,5,Peak Evening
114676,2025-10-10,15:06:00,,Noida,,Indi Tandoori Paneer,Veg,Large,4,686.4,0.0,137.28,2882.88,Takeaway,UPI,10,Friday,15,No Discount,Weekday,Non-Peak,High-Value,2025,October,Friday,5,Afternoon
114680,2025-03-04,10:00:00,,Chennai,,Indi Tandoori Paneer,Veg,Personal,1,343.2,34.32,15.44,324.32,Takeaway,Debit Card,3,Thursday,10,Low Discount,Weekday,Non-Peak,Low-Value,2025,March,Tuesday,2,Morning
114683,2025-12-02,18:51:00,,Pune,,Farmhouse,Veg,Personal,3,239.2,0.0,35.88,753.48,Dine-in,Debit Card,12,Wednesday,18,No Discount,Weekday,Peak,Mid-Value,2025,December,Tuesday,2,Peak Evening
114688,2025-11-03,19:20:00,,Bengaluru,,Chicken Sausage,Chicken,Regular,4,379.0,0.0,75.8,1591.8,Takeaway,Wallet,11,Tuesday,19,No Discount,Weekday,Peak,High-Value,2025,November,Monday,1,Peak Evening
114696,2025-12-09,11:18:00,,Jaipur,,Indi Tandoori Paneer,Veg,Medium,4,557.7,0.0,111.54,2342.34,Dine-in,Credit Card,12,Friday,11,No Discount,Weekday,Non-Peak,High-Value,2025,December,Tuesday,2,Morning
114701,2025-04-11,11:51:00,,Bengaluru,,Cheese n Corn,Veg,Personal,4,199.2,79.68,35.86,752.98,Delivery,Debit Card,4,Tuesday,11,Medium Discount,Weekday,Non-Peak,Mid-Value,2025,April,Friday,5,Morning
114703,2025-04-04,19:28:00,,Chennai,,Margherita,Veg,Personal,2,119.2,0.0,11.92,250.32,Delivery,Cash,4,Friday,19,No Discount,Weekday,Peak,Low-Value,2025,April,Friday,5,Peak Evening
114708,2025-11-12,12:44:00,,Mumbai,,Farmhouse,Veg,Personal,1,239.2,11.96,11.36,238.6,Dine-in,Debit Card,11,Thursday,12,Low Discount,Weekday,Non-Peak,Low-Value,2025,November,Wednesday,3,Afternoon
114709,2025-04-01,14:26:00,,Noida,,Veg Extravaganza,Veg,Medium,2,518.7,51.87,49.28,1034.81,Takeaway,Credit Card,4,Saturday,14,Medium Discount,Weekday,Non-Peak,High-Value,2025,April,Tuesday,2,Afternoon
114711,2025-10-02,20:08:00,,Gurugram,,Indi Chicken Tikka,Chicken,Regular,3,499.0,149.7,67.36,1414.66,Dine-in,Credit Card,10,Monday,20,High Discount,Weekday,Peak,High-Value,2025,October,Thursday,4,Peak Evening
114712,2025-06-05,12:31:00,,Mumbai,,Indi Tandoori Paneer,Veg,Regular,4,429.0,171.6,77.22,1621.62,Dine-in,UPI,6,Tuesday,12,High Discount,Weekday,Non-Peak,High-Value,2025,June,Thursday,4,Afternoon
114713,2025-04-12,22:01:00,,Gurugram,,Farmhouse,Veg,Large,4,478.4,95.68,90.9,1908.82,Dine-in,Cash,4,Thursday,22,Medium Discount,Weekend,Non-Peak,High-Value,2025,April,Saturday,6,Late Night
114714,2025-03-08,12:14:00,,Gurugram,,Veg Extravaganza,Veg,Medium,1,518.7,51.87,23.34,490.17,Dine-in,Cash,3,Sunday,12,Medium Discount,Weekend,Non-Peak,Low-Value,2025,March,Saturday,6,Afternoon
114716,2025-11-08,11:23:00,,Mumbai,,Farmhouse,Veg,Personal,2,239.2,47.84,21.53,452.09,Takeaway,Debit Card,11,Monday,11,Low Discount,Weekend,Non-Peak,Low-Value,2025,November,Saturday,6,Morning
114720,2025-02-01,20:22:00,,Chennai,,Chicken Dominator,Chicken,Medium,1,778.7,77.87,35.04,735.87,Takeaway,UPI,2,Thursday,20,Medium Discount,Weekend,Peak,Mid-Value,2025,February,Saturday,6,Peak Evening
114724,2025-03-12,14:47:00,,Pune,,Paneer Makhani,Veg,Regular,1,349.0,17.45,16.58,348.13,Takeaway,Debit Card,3,Wednesday,14,Low Discount,Weekday,Non-Peak,Low-Value,2025,March,Wednesday,3,Afternoon
114725,2025-12-11,14:21:00,,Mumbai,,Paneer Makhani,Veg,Medium,3,453.7,68.05,64.65,1357.7,Dine-in,Debit Card,12,Wednesday,14,Medium Discount,Weekday,Non-Peak,High-Value,2025,December,Thursday,4,Afternoon
114727,2025-04-04,13:10:00,,Jaipur,,Margherita,Veg,Large,3,238.4,0.0,35.76,750.96,Takeaway,UPI,4,Friday,13,No Discount,Weekday,Non-Peak,Mid-Value,2025,April,Friday,5,Afternoon
114728,2025-06-01,14:57:00,,Ghaziabad,,Margherita,Veg,Large,3,238.4,0.0,35.76,750.96,Dine-in,Debit Card,6,Monday,14,No Discount,Weekend,Non-Peak,Mid-Value,2025,June,Sunday,7,Afternoon
114730,2025-01-12,17:30:00,,Jaipur,,Chicken Sausage,Chicken,Personal,3,303.2,0.0,45.48,955.08,Takeaway,Wallet,1,Monday,17,No Discount,Weekend,Non-Peak,Mid-Value,2025,January,Sunday,7,Peak Evening
114734,2025-01-03,17:36:00,,Ghaziabad,,Paneer Makhani,Veg,Personal,3,279.2,125.64,35.6,747.56,Dine-in,Debit Card,1,Saturday,17,High Discount,Weekday,Non-Peak,Mid-Value,2025,January,Friday,5,Peak Evening
114736,2025-09-04,10:25:00,,Noida,,Pepper Barbecue Chicken,Chicken,Regular,4,449.0,89.8,85.31,1791.51,Dine-in,Wallet,9,Wednesday,10,Medium Discount,Weekday,Non-Peak,High-Value,2025,September,Thursday,4,Morning
114737,2025-08-06,18:24:00,,Hyderabad,,Margherita,Veg,Large,1,238.4,0.0,11.92,250.32,Delivery,Debit Card,8,Sunday,18,No Discount,Weekday,Peak,Low-Value,2025,August,Wednesday,3,Peak Evening
114740,2025-03-05,17:17:00,,Jaipur,,Chicken Sausage,Chicken,Personal,2,303.2,60.64,27.29,573.05,Delivery,Credit Card,3,Saturday,17,Medium Discount,Weekday,Non-Peak,Mid-Value,2025,March,Wednesday,3,Peak Evening
114742,2025-11-04,20:47:00,,Gurugram,,Indi Tandoori Paneer,Veg,Personal,1,343.2,0.0,17.16,360.36,Takeaway,Cash,11,Friday,20,No Discount,Weekday,Peak,Low-Value,2025,November,Tuesday,2,Peak Evening
114746,2025-09-03,20:01:00,,Gurugram,,Chicken Dominator,Chicken,Large,2,958.4,287.52,81.46,1710.74,Takeaway,Debit Card,9,Sunday,20,High Discount,Weekday,Peak,High-Value,2025,September,Wednesday,3,Peak Evening
114748,2025-06-03,22:38:00,,Bengaluru,,Paneer Makhani,Veg,Medium,3,453.7,68.05,64.65,1357.7,Takeaway,Cash,6,Thursday,22,Medium Discount,Weekday,Non-Peak,High-Value,2025,June,Tuesday,2,Late Night
114749,2025-09-03,13:13:00,,Chennai,,Margherita,Veg,Medium,1,193.7,19.37,8.72,183.05,Takeaway,UPI,9,Sunday,13,Low Discount,Weekday,Non-Peak,Low-Value,2025,September,Wednesday,3,Afternoon
114754,2025-05-06,11:59:00,,Bengaluru,,Chicken Dominator,Chicken,Large,4,958.4,575.04,162.93,3421.49,Takeaway,UPI,5,Thursday,11,High Discount,Weekday,Non-Peak,High-Value,2025,May,Tuesday,2,Morning
114756,2025-11-03,14:43:00,,Noida,,Indi Chicken Tikka,Chicken,Medium,4,648.7,389.22,110.28,2315.86,Dine-in,Cash,11,Tuesday,14,High Discount,Weekday,Non-Peak,High-Value,2025,November,Monday,1,Afternoon
114761,2025-05-11,16:46:00,,Bengaluru,,Chicken Dominator,Chicken,Regular,2,599.0,0.0,59.9,1257.9,Dine-in,Credit Card,5,Wednesday,16,No Discount,Weekend,Non-Peak,High-Value,2025,May,Sunday,7,Afternoon
114762,2025-01-10,12:10:00,,Chennai,,Farmhouse,Veg,Regular,3,299.0,44.85,42.61,894.76,Delivery,Wallet,1,Wednesday,12,Low Discount,Weekday,Non-Peak,Mid-Value,2025,January,Friday,5,Afternoon
114767,2025-08-12,12:51:00,,Noida,,Paneer Makhani,Veg,Personal,3,279.2,83.76,37.69,791.53,Dine-in,Wallet,8,Monday,12,Medium Discount,Weekday,Non-Peak,Mid-Value,2025,August,Tuesday,2,Afternoon
114769,2025-01-09,14:26:00,,Delhi,,Cheese n Corn,Veg,Regular,1,249.0,12.45,11.83,248.38,Takeaway,Credit Card,1,Monday,14,Low Discount,Weekday,Non-Peak,Low-Value,2025,January,Thursday,4,Afternoon
114770,2025-07-12,15:46:00,,Jaipur,,Chicken Sausage,Chicken,Regular,3,379.0,0.0,56.85,1193.85,Dine-in,UPI,7,Sunday,15,No Discount,Weekend,Non-Peak,High-Value,2025,July,Saturday,6,Afternoon
114771,2025-02-02,16:04:00,,Mumbai,,Paneer Makhani,Veg,Regular,1,349.0,0.0,17.45,366.45,Dine-in,UPI,2,Sunday,16,No Discount,Weekend,Non-Peak,Low-Value,2025,February,Sunday,7,Afternoon
114772,2025-05-01,13:45:00,,Pune,,Margherita,Veg,Large,2,238.4,71.52,20.26,425.54,Takeaway,Credit Card,5,Sunday,13,Medium Discount,Weekday,Non-Peak,Low-Value,2025,May,Thursday,4,Afternoon
114778,2025-09-07,17:22:00,,Hyderabad,,Paneer Makhani,Veg,Regular,4,349.0,69.8,66.31,1392.51,Takeaway,Cash,9,Wednesday,17,Medium Discount,Weekend,Non-Peak,High-Value,2025,September,Sunday,7,Peak Evening
114780,2025-08-10,18:29:00,,Bengaluru,,Cheese n Corn,Veg,Large,2,398.4,79.68,35.86,752.98,Takeaway,Credit Card,8,Wednesday,18,Medium Discount,Weekend,Peak,Mid-Value,2025,August,Sunday,7,Peak Evening
114781,2025-12-09,14:59:00,,Hyderabad,,Chicken Dominator,Chicken,Personal,1,479.2,23.96,22.76,478.0,Takeaway,Cash,12,Friday,14,Low Discount,Weekday,Non-Peak,Low-Value,2025,December,Tuesday,2,Afternoon
114783,2025-01-04,22:49:00,,Mumbai,,Indi Chicken Tikka,Chicken,Medium,4,648.7,0.0,129.74,2724.54,Dine-in,Debit Card,1,Tuesday,22,No Discount,Weekend,Non-Peak,High-Value,2025,January,Saturday,6,Late Night
114787,2025-08-01,16:23:00,,Delhi,,Margherita,Veg,Large,3,238.4,0.0,35.76,750.96,Takeaway,Cash,8,Wednesday,16,No Discount,Weekday,Non-Peak,Mid-Value,2025,August,Friday,5,Afternoon
114790,2025-12-09,21:19:00,,Pune,,Cheese n Corn,Veg,Regular,3,249.0,74.7,33.62,705.92,Dine-in,Wallet,12,Friday,21,Medium Discount,Weekday,Peak,Mid-Value,2025,December,Tuesday,2,Peak Evening
114791,2025-12-08,14:20:00,,Mumbai,,Indi Tandoori Paneer,Veg,Regular,1,429.0,64.35,18.23,382.88,Delivery,Debit Card,12,Tuesday,14,Medium Discount,Weekday,Non-Peak,Low-Value,2025,December,Monday,1,Afternoon
114793,2025-07-04,10:03:00,,Noida,,Pepper Barbecue Chicken,Chicken,Regular,4,449.0,0.0,89.8,1885.8,Dine-in,Wallet,7,Monday,10,No Discount,Weekday,Non-Peak,High-Value,2025,July,Friday,5,Morning
114796,2025-11-02,14:51:00,,Delhi,,Chicken Sausage,Chicken,Personal,4,303.2,0.0,60.64,1273.44,Delivery,UPI,11,Tuesday,14,No Discount,Weekend,Non-Peak,High-Value,2025,November,Sunday,7,Afternoon
114798,2025-11-05,13:40:00,,Jaipur,,Cheese n Corn,Veg,Medium,4,323.7,64.74,61.5,1291.56,Delivery,Debit Card,11,Sunday,13,Medium Discount,Weekday,Non-Peak,High-Value,2025,November,Wednesday,3,Afternoon
114800,2025-06-01,15:19:00,,Mumbai,,Margherita,Veg,Large,1,238.4,0.0,11.92,250.32,Delivery,UPI,6,Monday,15,No Discount,Weekend,Non-Peak,Low-Value,2025,June,Sunday,7,Afternoon
114801,2025-12-09,14:25:00,,Noida,,Veg Extravaganza,Veg,Large,4,638.4,255.36,114.91,2413.15,Dine-in,Credit Card,12,Friday,14,High Discount,Weekday,Non-Peak,High-Value,2025,December,Tuesday,2,Afternoon
114806,2025-12-05,19:18:00,,Mumbai,,Indi Chicken Tikka,Chicken,Personal,2,399.2,79.84,35.93,754.49,Takeaway,Credit Card,12,Monday,19,Medium Discount,Weekday,Peak,Mid-Value,2025,December,Friday,5,Peak Evening
114808,2025-08-03,16:56:00,,Jaipur,,Margherita,Veg,Medium,2,193.7,58.11,16.46,345.75,Dine-in,Credit Card,8,Saturday,16,Medium Discount,Weekend,Non-Peak,Low-Value,2025,August,Sunday,7,Afternoon
114810,2025-05-01,20:49:00,,Jaipur,,Chicken Sausage,Chicken,Medium,4,492.7,197.08,88.69,1862.41,Delivery,UPI,5,Sunday,20,High Discount,Weekday,Peak,High-Value,2025,May,Thursday,4,Peak Evening
114812,2025-07-06,14:50:00,,Gurugram,,Indi Chicken Tikka,Chicken,Personal,2,399.2,39.92,37.92,796.4,Takeaway,Wallet,7,Saturday,14,Low Discount,Weekend,Non-Peak,Mid-Value,2025,July,Sunday,7,Afternoon
114815,2025-07-02,13:52:00,,Mumbai,,Indi Tandoori Paneer,Veg,Large,3,686.4,0.0,102.96,2162.16,Delivery,Cash,7,Friday,13,No Discount,Weekday,Non-Peak,High-Value,2025,July,Wednesday,3,Afternoon
114818,2025-09-09,22:52:00,,Chennai,,Chicken Dominator,Chicken,Personal,2,479.2,0.0,47.92,1006.32,Delivery,Credit Card,9,Tuesday,22,No Discount,Weekday,Non-Peak,High-Value,2025,September,Tuesday,2,Late Night
114819,2025-01-01,14:14:00,,Hyderabad,,Indi Tandoori Paneer,Veg,Large,3,686.4,308.88,87.52,1837.84,Dine-in,UPI,1,Wednesday,14,High Discount,Weekday,Non-Peak,High-Value,2025,January,Wednesday,3,Afternoon
114824,2025-11-06,16:14:00,,Pune,,Cheese n Corn,Veg,Regular,2,249.0,49.8,22.41,470.61,Takeaway,Wallet,11,Wednesday,16,Low Discount,Weekday,Non-Peak,Low-Value,2025,November,Thursday,4,Afternoon
114828,2025-06-08,13:34:00,,Bengaluru,,Pepper Barbecue Chicken,Chicken,Medium,2,583.7,175.11,49.61,1041.9,Dine-in,Wallet,6,Wednesday,13,High Discount,Weekend,Non-Peak,High-Value,2025,June,Sunday,7,Afternoon
114830,2025-07-05,20:35:00,,Jaipur,,Cheese n Corn,Veg,Large,4,398.4,0.0,79.68,1673.28,Takeaway,Debit Card,7,Wednesday,20,No Discount,Weekend,Peak,High-Value,2025,July,Saturday,6,Peak Evening
114831,2025-04-10,12:35:00,,Chennai,,Veg Extravaganza,Veg,Regular,3,399.0,119.7,53.87,1131.17,Dine-in,UPI,4,Saturday,12,High Discount,Weekday,Non-Peak,High-Value,2025,April,Thursday,4,Afternoon
114833,2025-03-05,18:34:00,,Pune,,Veg Extravaganza,Veg,Personal,4,319.2,63.84,60.65,1273.61,Takeaway,UPI,3,Saturday,18,Medium Discount,Weekday,Peak,High-Value,2025,March,Wednesday,3,Peak Evening
114837,2025-03-12,21:49:00,,Mumbai,,Veg Extravaganza,Veg,Personal,3,319.2,143.64,40.7,854.66,Delivery,UPI,3,Wednesday,21,High Discount,Weekday,Peak,Mid-Value,2025,March,Wednesday,3,Peak Evening
114838,2025-09-08,17:43:00,,Mumbai,,Veg Extravaganza,Veg,Medium,1,518.7,77.81,22.04,462.93,Delivery,Wallet,9,Saturday,17,Medium Discount,Weekday,Non-Peak,Low-Value,2025,September,Monday,1,Peak Evening
114840,2025-10-12,10:17:00,,Bengaluru,,Chicken Dominator,Chicken,Medium,1,778.7,0.0,38.94,817.64,Dine-in,Wallet,10,Wednesday,10,No Discount,Weekend,Non-Peak,Mid-Value,2025,October,Sunday,7,Morning
114841,2025-05-11,20:37:00,,Bengaluru,,Pepper Barbecue Chicken,Chicken,Personal,4,359.2,71.84,68.25,1433.21,Delivery,Credit Card,5,Wednesday,20,Medium Discount,Weekend,Peak,High-Value,2025,May,Sunday,7,Peak Evening
114844,2025-09-09,14:30:00,,Mumbai,,Chicken Dominator,Chicken,Medium,4,778.7,155.74,147.95,3107.01,Delivery,Debit Card,9,Tuesday,14,High Discount,Weekday,Non-Peak,High-Value,2025,September,Tuesday,2,Afternoon
114845,2025-10-06,15:49:00,,Chennai,,Farmhouse,Veg,Medium,4,388.7,155.48,69.97,1469.29,Takeaway,Credit Card,10,Tuesday,15,High Discount,Weekday,Non-Peak,High-Value,2025,October,Monday,1,Afternoon
114851,2025-05-09,18:58:00,,Delhi,,Indi Chicken Tikka,Chicken,Regular,1,499.0,49.9,22.46,471.56,Takeaway,Debit Card,5,Friday,18,Low Discount,Weekday,Peak,Low-Value,2025,May,Friday,5,Peak Evening
114852,2025-10-03,11:58:00,,Ghaziabad,,Chicken Dominator,Chicken,Personal,4,479.2,191.68,86.26,1811.38,Dine-in,Wallet,10,Monday,11,High Discount,Weekday,Non-Peak,High-Value,2025,October,Friday,5,Morning
114854,2025-05-05,10:06:00,,Chennai,,Farmhouse,Veg,Regular,1,299.0,0.0,14.95,313.95,Takeaway,Debit Card,5,Monday,10,No Discount,Weekday,Non-Peak,Low-Value,2025,May,Monday,1,Morning
114855,2025-07-10,12:52:00,,Ghaziabad,,Cheese n Corn,Veg,Personal,2,199.2,0.0,19.92,418.32,Takeaway,Debit Card,7,Tuesday,12,No Discount,Weekday,Non-Peak,Low-Value,2025,July,Thursday,4,Afternoon
114858,2025-06-12,18:22:00,,Bengaluru,,Pepper Barbecue Chicken,Chicken,Medium,2,583.7,0.0,58.37,1225.77,Dine-in,Credit Card,6,Saturday,18,No Discount,Weekday,Peak,High-Value,2025,June,Thursday,4,Peak Evening
114859,2025-07-11,20:26:00,,Bengaluru,,Indi Chicken Tikka,Chicken,Personal,4,399.2,239.52,67.86,1425.14,Delivery,Debit Card,7,Friday,20,High Discount,Weekday,Peak,High-Value,2025,July,Friday,5,Peak Evening
114861,2025-11-07,16:58:00,,Noida,,Farmhouse,Veg,Personal,3,239.2,107.64,30.5,640.46,Dine-in,Debit Card,11,Friday,16,High Discount,Weekday,Non-Peak,Mid-Value,2025,November,Friday,5,Afternoon
114867,2025-05-02,22:27:00,,Bengaluru,,Veg Extravaganza,Veg,Regular,4,399.0,239.4,67.83,1424.43,Takeaway,Wallet,5,Wednesday,22,High Discount,Weekday,Non-Peak,High-Value,2025,May,Friday,5,Late Night
114870,2025-05-06,22:47:00,,Delhi,,Chicken Sausage,Chicken,Personal,4,303.2,60.64,57.61,1209.77,Delivery,Cash,5,Thursday,22,Medium Discount,Weekday,Non-Peak,High-Value,2025,May,Tuesday,2,Late Night
114872,2025-01-05,13:41:00,,Delhi,,Margherita,Veg,Regular,2,149.0,0.0,14.9,312.9,Dine-in,Debit Card,1,Thursday,13,No Discount,Weekend,Non-Peak,Low-Value,2025,January,Sunday,7,Afternoon
114875,2025-09-02,10:14:00,,Ghaziabad,,Pepper Barbecue Chicken,Chicken,Personal,2,359.2,0.0,35.92,754.32,Delivery,Debit Card,9,Sunday,10,No Discount,Weekday,Non-Peak,Mid-Value,2025,September,Tuesday,2,Morning
114876,2025-03-10,10:12:00,,Chennai,,Indi Chicken Tikka,Chicken,Large,1,798.4,0.0,39.92,838.32,Delivery,Wallet,3,Friday,10,No Discount,Weekday,Non-Peak,Mid-Value,2025,March,Monday,1,Morning
114878,2025-11-10,19:12:00,,Noida,,Farmhouse,Veg,Large,2,478.4,47.84,45.45,954.41,Takeaway,Credit Card,11,Saturday,19,Low Discount,Weekday,Peak,Mid-Value,2025,November,Monday,1,Peak Evening
114880,2025-08-01,14:47:00,,Noida,,Chicken Dominator,Chicken,Large,1,958.4,143.76,40.73,855.37,Delivery,UPI,8,Wednesday,14,High Discount,Weekday,Non-Peak,Mid-Value,2025,August,Friday,5,Afternoon
114882,2025-02-04,22:21:00,,Mumbai,,Farmhouse,Veg,Large,4,478.4,191.36,86.11,1808.35,Dine-in,UPI,2,Wednesday,22,High Discount,Weekday,Non-Peak,High-Value,2025,February,Tuesday,2,Late Night
114885,2025-08-12,16:41:00,,Delhi,,Indi Chicken Tikka,Chicken,Personal,3,399.2,119.76,53.89,1131.73,Dine-in,Cash,8,Monday,16,High Discount,Weekday,Non-Peak,High-Value,2025,August,Tuesday,2,Afternoon
114891,2025-09-11,20:01:00,,Chennai,,Chicken Dominator,Chicken,Medium,1,778.7,116.81,33.09,694.98,Takeaway,Wallet,9,Sunday,20,High Discount,Weekday,Peak,Mid-Value,2025,September,Thursday,4,Peak Evening
114892,2025-10-11,14:28:00,,Hyderabad,,Chicken Dominator,Chicken,Medium,1,778.7,77.87,35.04,735.87,Dine-in,Debit Card,10,Monday,14,Medium Discount,Weekend,Non-Peak,Mid-Value,2025,October,Saturday,6,Afternoon
114893,2025-11-07,20:05:00,,Pune,,Pepper Barbecue Chicken,Chicken,Regular,4,449.0,0.0,89.8,1885.8,Takeaway,Cash,11,Friday,20,No Discount,Weekday,Peak,High-Value,2025,November,Friday,5,Peak Evening
114894,2025-02-07,14:19:00,,Hyderabad,,Veg Extravaganza,Veg,Medium,3,518.7,77.81,73.91,1552.2,Dine-in,UPI,2,Wednesday,14,Medium Discount,Weekday,Non-Peak,High-Value,2025,February,Friday,5,Afternoon
114897,2025-06-12,11:46:00,,Jaipur,,Chicken Dominator,Chicken,Personal,3,479.2,143.76,64.69,1358.53,Takeaway,Wallet,6,Saturday,11,High Discount,Weekday,Non-Peak,High-Value,2025,June,Thursday,4,Morning
114900,2025-07-02,15:12:00,,Pune,,Paneer Makhani,Veg,Regular,3,349.0,157.05,44.5,934.45,Delivery,Cash,7,Friday,15,High Discount,Weekday,Non-Peak,Mid-Value,2025,July,Wednesday,3,Afternoon
114902,2025-06-08,15:30:00,,Mumbai,,Pepper Barbecue Chicken,Chicken,Medium,4,583.7,0.0,116.74,2451.54,Delivery,UPI,6,Wednesday,15,No Discount,Weekend,Non-Peak,High-Value,2025,June,Sunday,7,Afternoon
114903,2025-08-11,12:45:00,,Noida,,Cheese n Corn,Veg,Large,2,398.4,39.84,37.85,794.81,Dine-in,Debit Card,8,Saturday,12,Low Discount,Weekday,Non-Peak,Mid-Value,2025,August,Monday,1,Afternoon
114904,2025-11-10,18:53:00,,Gurugram,,Veg Extravaganza,Veg,Medium,4,518.7,207.48,93.37,1960.69,Dine-in,Debit Card,11,Saturday,18,High Discount,Weekday,Peak,High-Value,2025,November,Monday,1,Peak Evening
